ردیف,زمان,سطح,بخش,رویداد,"شناسه مرتبط",پیام,جزئیات
3209,"1405-06-22 17:46:53",موفق,سفارش,order_sent,319449,"پیام کامل سفارش #319449 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3208,"1405-06-22 17:46:29",اطلاعات,سفارش,order_pending,319456,"سفارش #319456 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3207,"1405-06-22 17:46:21",اطلاعات,سفارش,order_pending,319455,"سفارش #319455 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3206,"1405-06-22 17:46:10",اطلاعات,سفارش,order_pending,319454,"سفارش #319454 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3205,"1405-06-22 17:46:08",اطلاعات,سفارش,order_pending,319453,"سفارش #319453 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3204,"1405-06-22 17:46:01",اطلاعات,سفارش,order_pending,319452,"سفارش #319452 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3203,"1405-06-22 17:45:49",اطلاعات,سفارش,order_pending,319451,"سفارش #319451 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3202,"1405-06-22 17:45:49",اطلاعات,سفارش,order_pending,319450,"سفارش #319450 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3201,"1405-06-22 17:45:44",موفق,سفارش,order_sent,319448,"پیام کامل سفارش #319448 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3200,"1405-06-22 17:45:43",موفق,سفارش,order_sent,319444,"پیام کامل سفارش #319444 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3199,"1405-06-22 17:45:41",اطلاعات,سفارش,order_pending,319449,"سفارش #319449 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3198,"1405-06-22 17:45:41",موفق,سفارش,order_sent,319443,"پیام کامل سفارش #319443 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3197,"1405-06-22 17:45:39",موفق,سفارش,order_sent,319441,"پیام کامل سفارش #319441 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3196,"1405-06-22 17:45:38",موفق,سفارش,order_sent,319438,"پیام کامل سفارش #319438 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3195,"1405-06-22 17:45:29",اطلاعات,سفارش,order_pending,319448,"سفارش #319448 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3194,"1405-06-22 17:45:28",اطلاعات,سفارش,order_pending,319447,"سفارش #319447 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3193,"1405-06-22 17:45:22",اطلاعات,سفارش,order_pending,319446,"سفارش #319446 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3192,"1405-06-22 17:45:11",اطلاعات,سفارش,order_pending,319444,"سفارش #319444 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3191,"1405-06-22 17:45:11",اطلاعات,سفارش,order_pending,319445,"سفارش #319445 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3190,"1405-06-22 17:45:03",اطلاعات,سفارش,order_pending,319443,"سفارش #319443 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3189,"1405-06-22 17:44:51",اطلاعات,سفارش,order_pending,319442,"سفارش #319442 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3188,"1405-06-22 17:44:51",اطلاعات,سفارش,order_pending,319441,"سفارش #319441 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3187,"1405-06-22 17:44:44",اطلاعات,سفارش,order_pending,319440,"سفارش #319440 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3186,"1405-06-22 17:44:34",موفق,سفارش,order_sent,319436,"پیام کامل سفارش #319436 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3185,"1405-06-22 17:44:30",اطلاعات,سفارش,order_pending,319438,"سفارش #319438 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3184,"1405-06-22 17:44:30",اطلاعات,سفارش,order_pending,319437,"سفارش #319437 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3183,"1405-06-22 17:44:29",موفق,سفارش,order_sent,319435,"پیام کامل سفارش #319435 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3182,"1405-06-22 17:44:28",موفق,سفارش,order_sent,319434,"پیام کامل سفارش #319434 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3181,"1405-06-22 17:44:27",موفق,سفارش,order_sent,319431,"پیام کامل سفارش #319431 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3180,"1405-06-22 17:44:24",اطلاعات,سفارش,order_pending,319436,"سفارش #319436 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3179,"1405-06-22 17:44:23",موفق,سفارش,order_sent,319428,"پیام کامل سفارش #319428 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3178,"1405-06-22 17:44:19",اطلاعات,سفارش,order_pending,319435,"سفارش #319435 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3177,"1405-06-22 17:44:10",اطلاعات,سفارش,order_pending,319434,"سفارش #319434 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3176,"1405-06-22 17:44:09",اطلاعات,سفارش,order_pending,319433,"سفارش #319433 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3175,"1405-06-22 17:44:03",اطلاعات,سفارش,order_pending,319432,"سفارش #319432 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3174,"1405-06-22 17:43:50",اطلاعات,سفارش,order_pending,319431,"سفارش #319431 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3173,"1405-06-22 17:43:50",اطلاعات,سفارش,order_pending,319430,"سفارش #319430 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3172,"1405-06-22 17:43:44",اطلاعات,سفارش,order_pending,319429,"سفارش #319429 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3171,"1405-06-22 17:43:30",اطلاعات,سفارش,order_pending,319428,"سفارش #319428 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3170,"1405-06-22 17:43:30",اطلاعات,سفارش,order_pending,319427,"سفارش #319427 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3169,"1405-06-22 17:43:24",اطلاعات,سفارش,order_pending,319426,"سفارش #319426 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3168,"1405-06-22 17:43:17",موفق,سفارش,order_sent,319425,"پیام کامل سفارش #319425 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3167,"1405-06-22 17:43:12",موفق,سفارش,order_sent,319423,"پیام کامل سفارش #319423 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3166,"1405-06-22 17:43:09",اطلاعات,سفارش,order_pending,319425,"سفارش #319425 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3165,"1405-06-22 17:43:09",اطلاعات,سفارش,order_pending,319424,"سفارش #319424 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3164,"1405-06-22 17:43:07",موفق,سفارش,order_sent,319422,"پیام کامل سفارش #319422 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3163,"1405-06-22 17:43:06",موفق,سفارش,order_sent,319420,"پیام کامل سفارش #319420 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
